stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,
UNH,2019-12-31,650000000,427000000,795000000,,1024000000,119000000,3000000,6205000000,17000000,399000000,1378000000,3541000000,1616000000,6212000000,4198000000,1388000000,698000000,297000000,476000000,888000000,#REF!
UNH,2019-09-30,444000000,146000000,1239000000,,1024000000,166000000,709000000,3150000000,43000000,600000000,1382000000,3538000000,631000000,56000000,2518000000,4433000000,627000000,292000000,374000000,1242000000,#REF!
UNH,2019-06-30,415000000,139000000,3617000000,,1024000000,350000000,654000000,5874000000,11000000,1499000000,1338000000,3293000000,957000000,915000000,3823000000,5462000000,872000000,125000000,1335000000,510000000,#REF!
UNP,2019-12-31,3453000000,644000000,20000000,160000000,9000000,2598000000,71000000,2216000000,8609000000,,5804000000,472000000,5919000000,87000000,5646000000,2776000000,3435000000,179000000,,15000000,#REF!
UNP,2018-12-31,3437000000,655000000,48000000,262000000,7000000,2299000000,37000000,2191000000,8686000000,,8225000000,53000000,5966000000,24000000,5222000000,5350000000,3411000000,125000000,,15000000,#REF!
UNP,2017-12-31,3238000000,5460000000,46000000,235000000,32000000,1982000000,14000000,2105000000,7230000000,,4013000000,2000000,10712000000,9000000,4146000000,1895000000,3086000000,182000000,,30000000,#REF!
UNP,2016-12-31,3505000000,509000000,41000000,98000000,19000000,1879000000,43000000,2038000000,7525000000,,3105000000,114000000,4233000000,22000000,4246000000,779000000,3393000000,232000000,,60000000,#REF!
UNP,2020-03-31,807000000,27000000,74000000,59000000,660000000,8000000,547000000,2155000000,,2956000000,351000000,1474000000,1000000,997000000,2690000000,807000000,168000000,,,71000000,#REF!
UNP,2019-12-31,958000000,245000000,55000000,20000000,673000000,14000000,559000000,2345000000,,642000000,447000000,1403000000,99000000,1864000000,563000000,928000000,78000000,,,14000000,#REF!
UNP,2019-09-30,935000000,149000000,159000000,4000000,677000000,14000000,557000000,2364000000,,1033000000,232000000,1555000000,73000000,1235000000,480000000,897000000,72000000,,,5000000,#REF!
UNP,2019-06-30,808000000,200000000,137000000,5000000,622000000,39000000,551000000,1941000000,,642000000,27000000,1570000000,28000000,1142000000,128000000,826000000,74000000,,,6000000,#REF!
UPS,2019-12-31,6380000000,1703000000,166000000,717000000,,3194000000,75000000,2360000000,8639000000,20000000,1004000000,871000000,4440000000,434000000,1727000000,2419000000,6061000000,419000000,218000000,322000000,#REF!
UPS,2018-12-31,6283000000,3671000000,288000000,421000000,,3011000000,1000000,2207000000,12711000000,91000000,1011000000,598000000,4791000000,1429000000,5692000000,1622000000,6330000000,1034000000,240000000,87000000,#REF!
UPS,2017-12-31,5227000000,4258000000,203000000,1022000000,,2771000000,1000000,2282000000,1479000000,53000000,1813000000,152000000,4905000000,1027000000,3287000000,7827000000,4971000000,599000000,247000000,360000000,#REF!
UPS,2016-12-31,2965000000,1521000000,98000000,704000000,,2643000000,59000000,2224000000,6473000000,21000000,2678000000,749000000,3422000000,450000000,3140000000,2034000000,2563000000,460000000,245000000,911000000,#REF!
UPS,2020-03-31,933000000,421000000,1223000000,,840000000,5000000,648000000,2550000000,65000000,220000000,3718000000,965000000,394000000,2167000000,3475000000,934000000,1101000000,70000000,,318000000,#REF!
UPS,2019-12-31,2044000000,2880000000,1560000000,,797000000,9000000,630000000,2946000000,14000000,253000000,1053000000,106000000,231000000,127000000,1128000000,2034000000,1333000000,57000000,,8000000,#REF!
UPS,2019-09-30,1475000000,1211000000,26000000,,798000000,12000000,587000000,1486000000,17000000,248000000,31000000,1750000000,466000000,320000000,677000000,1180000000,132000000,32000000,,17000000,#REF!
UPS,2019-06-30,1347000000,285000000,484000000,,800000000,80000000,575000000,1930000000,14000000,257000000,326000000,1685000000,78000000,839000000,129000000,1431000000,361000000,82000000,,7000000,#REF!
V,2019-09-30,756000000,6351000000,1236000000,333000000,,2269000000,10000000,299000000,12784000000,277000000,8718000000,145000000,12080000000,5946000000,12061000000,,591000000,24000000,162000000,854000000,#REF!
V,2018-09-30,718000000,4466000000,1236000000,70000000,,1918000000,10000000,301000000,12941000000,101000000,7286000000,1034000000,10301000000,2372000000,10790000000,,3084000000,3000000,164000000,2184000000,#REF!
V,2017-09-30,707000000,6537000000,15000000,54000000,,1579000000,10000000,271000000,9317000000,236000000,6967000000,4364000000,6699000000,4391000000,5924000000,,735000000,30000000,149000000,1732000000,#REF!
V,2016-09-30,523000000,2603000000,10000000,65000000,,1350000000,10000000,243000000,5574000000,34000000,7249000000,2101000000,5991000000,3500000000,7477000000,,10916000000,43000000,95000000,1311000000,#REF!
V,2020-03-31,216000000,1771000000,145000000,,668000000,4000000,192000000,1467000000,39000000,3141000000,553000000,3084000000,3751000000,2754000000,1001000000,1879000000,26000000,54000000,2099000000,,#REF!
V,2019-12-31,191000000,1763000000,107000000,,671000000,36000000,182000000,3875000000,127000000,2517000000,1431000000,3272000000,1223000000,3133000000,1001000000,562000000,12000000,55000000,794000000,,#REF!
V,2019-09-30,249000000,1690000000,14000000,,671000000,31000000,185000000,4042000000,215000000,2132000000,163000000,3025000000,829000000,2660000000,1001000000,1004000000,2000000,35000000,223000000,,#REF!
V,2019-06-30,194000000,1528000000,116000000,,565000000,68000000,165000000,3384000000,109000000,2152000000,387000000,3101000000,1320000000,3915000000,1001000000,809000000,26000000,38000000,1071000000,,#REF!
VRTX,2019-12-31,75451000,351680000,10549000,225587000,64047000,,,106941000,1569330000,1643000,192015000,462428000,1176810000,246318000,126773000,35005000,1235318000,22785000,343244000,5655000,#REF!
VRTX,2018-12-31,95524000,1137050000,7106000,108152000,31965000,,,72420000,1270286000,6182000,350043000,990727000,2096896000,341583000,71219000,17575000,202158000,36554000,289293000,83813000,#REF!
VRTX,2017-12-31,99421000,507297000,12500000,71759000,47484000,,,61397000,844942000,5802000,350043000,435819000,263484000,123254000,68404000,288936000,483329000,8753000,344840000,163367000,#REF!
VRTX,2016-12-31,56563000,291745000,71897000,39095000,19368000,,,61398000,236103000,4666000,350043000,415946000,112052000,65220000,133271000,6856000,51238000,11745000,68230000,127862000,#REF!
VRTX,2020-03-31,19450000,208549000,223672000,27450000,,,26821000,815698000,6651000,436193000,481283000,602753000,214412000,359430000,5334000,31666000,14285000,79597000,51116000,2500000,#REF!
VRTX,2019-12-31,16761000,58534000,184143000,18767000,,,26256000,446008000,5652000,36062000,283910000,583234000,8531000,161421000,2812000,896991000,10575000,198614000,28158000,1681000,#REF!
VRTX,2019-09-30,24291000,116382000,14426000,20106000,,,25847000,334789000,3201000,104000,102945000,57518000,124858000,20356000,11446000,248999000,15864000,30538000,21116000,1368000,#REF!
VRTX,2019-06-30,16358000,85530000,25734000,12035000,,,27698000,463749000,430000,56010000,400114000,267427000,124792000,13015000,9977000,50190000,3929000,50472000,33832000,2500000,#REF!
VZ,2019-12-31,17939000000,6512000000,2917000000,1471000000,76000000,10016000000,1257000000,16682000000,35746000000,,,1000000,19265000000,2807000000,18164000000,5231000000,17581000000,2359000000,,,#REF!
VZ,2018-12-31,16658000000,2585000000,1824000000,2667000000,324000000,9772000000,383000000,17403000000,34339000000,,,1028000000,15528000000,37000000,15377000000,3781000000,17934000000,1777000000,,,#REF!
VZ,2017-12-31,17247000000,16799000000,4439000000,5674000000,168000000,9472000000,1640000000,16954000000,24318000000,,,289000000,30101000000,27000000,6151000000,7760000000,18456000000,459000000,,,#REF!
VZ,2016-12-31,17059000000,611000000,2905000000,5067000000,61000000,9262000000,1602000000,15928000000,21689000000,,,1561000000,13127000000,660000000,13376000000,1209000000,9874000000,1089000000,,,#REF!
VZ,2020-03-31,5274000000,1726000000,,,2547000000,1496000000,4150000000,8824000000,,,4407000000,4156000000,1208000000,2563000000,4763000000,6980000000,0,,,347000000,#REF!
VZ,2019-12-31,5607000000,2609000000,,,2542000000,781000000,4105000000,8998000000,,,289000000,5095000000,1095000000,3863000000,186000000,5424000000,2359000000,,,1507000000,#REF!
VZ,2019-09-30,4365000000,913000000,,,2493000000,871000000,4114000000,10912000000,,,1086000000,5194000000,691000000,6258000000,3189000000,3568000000,0,,,576000000,#REF!
VZ,2019-06-30,3699000000,2470000000,,,2492000000,11000000,4232000000,8755000000,,,417000000,3944000000,1891000000,5386000000,1700000000,3786000000,0,,,1194000000,#REF!
WFC,2019-12-31,,42300000000,35348000000,,,9589000000,17802000000,7075000000,6730000000,,24835000000,32037000000,19549000000,6251000000,9136000000,8890000000,29631000000,3246000000,380000000,3226000000,#REF!
WFC,2018-12-31,,36430000000,48744000000,,,9314000000,1629000000,5593000000,36073000000,,20964000000,42660000000,22393000000,5980000000,70979000000,9561000000,7754000000,1970000000,632000000,5279000000,#REF!
WFC,2017-12-31,,42066000000,29809000000,,,9109000000,17328000000,5406000000,18619000000,,10301000000,5453000000,22183000000,3950000000,10920000000,23207000000,13152000000,666000000,1211000000,3512000000,#REF!
WFC,2016-12-31,,78197000000,82472000000,,,9038000000,8944000000,4970000000,1008000000,,8610000000,18120000000,21938000000,14894000000,122791000000,54451000000,141919000000,1793000000,1415000000,66330000000,#REF!
WFC,2020-03-31,,10269000000,,,2312000000,16266000000,1868000000,17273000000,,3713000000,9559000000,653000000,10189000000,36589000000,10891000000,44303000000,1448000000,209000000,10275000000,53798000000,#REF!
WFC,2019-12-31,,8552000000,,,2466000000,1531000000,2135000000,12423000000,,7386000000,7481000000,2873000000,11377000000,17378000000,21291000000,2526000000,104000000,24000000,3881000000,13741000000,#REF!
WFC,2019-09-30,,13676000000,,,2458000000,10662000000,1840000000,12975000000,,7459000000,15696000000,4610000000,5819000000,4660000000,3890000000,7381000000,2321000000,114000000,11573000000,19903000000,#REF!
WFC,2019-06-30,,13702000000,,,2374000000,12945000000,1651000000,669000000,,4906000000,15459000000,6206000000,624000000,26826000000,10041000000,10698000000,1133000000,61000000,6223000000,24004000000,#REF!
WMT,2020-01-31,10705000000,766000000,1463000000,154000000,300000000,6048000000,479000000,11467000000,25255000000,69000000,5717000000,1759000000,14881000000,186000000,14299000000,1071000000,9128000000,274000000,,,#REF!
WMT,2019-01-31,10344000000,10110000000,1060000000,368000000,1311000000,6102000000,431000000,10678000000,27753000000,438000000,7410000000,742000000,6670000000,183000000,2537000000,12035000000,24036000000,1831000000,,,#REF!
WMT,2018-01-31,10051000000,4703000000,4018000000,1074000000,140000000,6124000000,77000000,10529000000,28337000000,487000000,8296000000,130000000,9862000000,928000000,19875000000,1437000000,9079000000,4086000000,,,#REF!
WMT,2017-01-31,10619000000,1617000000,967000000,402000000,1021000000,6216000000,31000000,10080000000,31673000000,452000000,8298000000,1747000000,13643000000,1280000000,19072000000,3591000000,13896000000,3942000000,,,#REF!
WMT,2020-04-30,1752000000,666000000,924000000,2221000000,1529000000,6000000,2791000000,7017000000,415000000,723000000,5471000000,3990000000,2109000000,565000000,3542000000,1696000000,1183000000,,,725000000,#REF!
WMT,2020-01-31,2940000000,1533000000,507000000,7258000000,1503000000,6000000,3308000000,10716000000,97000000,888000000,884000000,4141000000,1293000000,7086000000,4374000000,2843000000,3199000000,,,321000000,#REF!
WMT,2019-10-31,2894000000,775000000,317000000,7778000000,1509000000,343000000,2723000000,3354000000,100000000,1122000000,689000000,3288000000,550000000,1682000000,1254000000,2461000000,4167000000,,,305000000,#REF!
WMT,2019-07-31,2666000000,512000000,8000000,641000000,1516000000,109000000,2722000000,7622000000,220000000,1572000000,28000000,3610000000,143000000,4685000000,1166000000,2689000000,612000000,,,431000000,#REF!
XOM,2019-12-31,24361000000,4445000000,34000000,2640000000,72000000,14652000000,1490000000,18898000000,29716000000,33000000,594000000,47000000,14340000000,234000000,6618000000,8662000000,23084000000,3725000000,,3905000000,#REF!
XOM,2018-12-31,19574000000,1515000000,97000000,545000000,3107000000,13798000000,986000000,18045000000,36014000000,257000000,626000000,135000000,20840000000,25000000,19446000000,4925000000,16446000000,2321000000,,1981000000,#REF!
XOM,2017-12-31,15402000000,6888000000,334000000,3954000000,1682000000,13001000000,2076000000,17893000000,30066000000,314000000,747000000,480000000,19710000000,117000000,15130000000,1048000000,15730000000,5104000000,,5507000000,#REF!
XOM,2016-12-31,16163000000,3074000000,162000000,2090000000,388000000,12453000000,902000000,18708000000,22082000000,434000000,977000000,48000000,7840000000,171000000,9293000000,4293000000,12403000000,915000000,,1417000000,#REF!
XOM,2020-03-31,5945000000,2569000000,,,3719000000,220000000,5257000000,6274000000,369000000,305000000,8323000000,610000000,942000000,8785000000,12760000000,6367000000,0,,728000000,49000000,#REF!
XOM,2019-12-31,6704000000,2520000000,,,3716000000,721000000,4823000000,6352000000,106000000,173000000,2262000000,5690000000,2798000000,4456000000,660000000,4264000000,3725000000,,1373000000,93000000,#REF!
XOM,2019-09-30,6285000000,514000000,,,3716000000,477000000,4873000000,9079000000,125000000,173000000,1138000000,3170000000,1550000000,1666000000,1958000000,6150000000,0,,802000000,92000000,#REF!
XOM,2019-06-30,6173000000,571000000,,,3715000000,83000000,4631000000,5947000000,9000000,173000000,373000000,3130000000,1243000000,548000000,4365000000,6877000000,0,,820000000,102000000,#REF!
ZTS,2019-12-31,460000000,34000000,9000000,69000000,104000000,314000000,29000000,385000000,1795000000,8000000,626000000,332000000,1500000000,32000000,951000000,9000000,504000000,10000000,7000000,101000000,#REF!
ZTS,2018-12-31,338000000,58000000,38000000,67000000,61000000,243000000,7000000,285000000,1790000000,26000000,698000000,38000000,1428000000,81000000,533000000,1493000000,2259000000,37000000,19000000,28000000,#REF!
ZTS,2017-12-31,224000000,252000000,50000000,50000000,19000000,206000000,1000000,219000000,1346000000,12000000,500000000,837000000,864000000,31000000,251000000,481000000,270000000,10000000,24000000,28000000,#REF!
ZTS,2016-12-31,216000000,93000000,35000000,15000000,101000000,188000000,1000000,233000000,713000000,23000000,300000000,427000000,821000000,320000000,903000000,405000000,214000000,28000000,25000000,28000000,#REF!
ZTS,2020-03-31,94000000,4000000,109000000,97000000,95000000,23000000,110000000,408000000,6000000,250000000,17000000,423000000,106000000,328000000,,57000000,35000000,17000000,,,#REF!
ZTS,2019-12-31,166000000,8000000,51000000,1000000,79000000,2000000,82000000,582000000,6000000,176000000,119000000,384000000,131000000,250000000,,213000000,18000000,5000000,,,#REF!
ZTS,2019-09-30,128000000,2000000,47000000,53000000,78000000,23000000,107000000,506000000,5000000,153000000,60000000,433000000,74000000,232000000,,209000000,6000000,5000000,,,#REF!
ZTS,2019-06-30,103000000,26000000,46000000,67000000,78000000,4000000,98000000,318000000,6000000,150000000,27000000,371000000,121000000,226000000,,59000000,57000000,2000000,,,#REF!
