Symbol,Nombre oficial,Sector,Subsector,Security Name,Country
ATNY,API Technologies Corp.,,,API Technologies Corp. - Common Stock,Canada
ATO,Atos,Information Technology,Software & IT Services,Atmos Energy Corporation Common Stock,United States
ATOS,Atossa Genetics,Health Care,Biotechnology & Medical Research,Atossa Genetics Inc. - Common Stock,United States
ATRA,Atara,Health Care,Biotechnology & Medical Research,"Atara Biotherapeutics, Inc. - Common Stock",United States
ATRC,AtriCure,Health Care,Healthcare Equipment & Supplies,"AtriCure, Inc. - Common Stock",United States
ATRI,Atrion,Health Care,Healthcare Equipment & Supplies,ATRION Corporation - Common Stock,United States
ATRM,"ATRM Holdings, Inc.",,,"ATRM Holdings, Inc. - Common Stock",France
ATRO,Astronics,Aerospace & Defense,Aerospace & Defense,Astronics Corporation - Common Stock,United States
ATRS,"Antares Pharma, Inc.",,,"Antares Pharma, Inc. - Common Stock",United States
ATSG,"AIR TRANSPORT SERVICES GROUP, INC.",Utilities,Freight & Logistics Services,"Air Transport Services Group, Inc - Common Stock",United States
ATTU,Attunity Ltd.,,,Attunity Ltd. - Ordinary Shares,United States
ATVI,"ACTIVISION BLIZZARD, INC.",Information Technology,Software & IT Services,"Activision Blizzard, Inc - Common Stock",United States
AUBN,Auburn National,Financials,Banking Services,"Auburn National Bancorporation, Inc. - Common Stock",United States
AUDC,AudioCodes,Information Technology,Software & IT Services,AudioCodes Ltd. - Ordinary Shares,Israel
AUMA,AR Capital Acquisition Corp.,,,AR Capital Acquisition Corp. - Common Stock,United States
AUMAU,AR Capital Acquisition Corp.,,,AR Capital Acquisition Corp. - Units,United States
AUMAW,AR Capital Acquisition Corp.,,,AR Capital Acquisition Corp. - Warrants,United States
AUPH,Aurinia,Health Care,Biotechnology & Medical Research,Aurinia Pharmaceuticals Inc - Common Shares,Canada
AVAV,AeroVironment,Aerospace & Defense,Aerospace & Defense,"AeroVironment, Inc. - Common Stock",United States
AVB,Avalonbay US,Real Estate,Residential & Commercial REIT,AvalonBay Communities Inc. Common Stock,United States
AVEO,Aveo,Health Care,Pharmaceuticals,"AVEO Pharmaceuticals, Inc. - Common Stock",United States
AVGO,Broadcom Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Avago Technologies Limited - Ordinary Shares,United States
AVHI,Achari Ventures,Financials,Holding Companies,"A V Homes, Inc. - Common Stock",Canada
AVID,Avid Technology,Information Technology,Software & IT Services,"Avid Technology, Inc. - Common Stock",United States
AVNW,Aviat Networks,Communication Services,Communications & Networking,"Aviat Networks, Inc. - Common Stock",United States
AVY,AVERY DENNISON CORPORATION,Utilities,Containers & Packaging,Avery Dennison Corporation Common Stock,United States
AWAY,"HomeAway, Inc.",,,"HomeAway, Inc. - Common Stock",United States
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,Water Utilities,American Water Works Company Inc. Common Stock,United States
AWRE,Aware,Information Technology,Software & IT Services,"Aware, Inc. - Common Stock",United States
AXAS,Abraxas Petro,Energy,Oil & Gas,Abraxas Petroleum Corporation - Common Stock,United States
AXDX,"ACCELERATE DIAGNOSTICS, INC.",Health Care,Healthcare Equipment & Supplies,"Accelerate Diagnostics, Inc. - Common Stock",United States
AXGN,AXGN,Health Care,Healthcare Equipment & Supplies,"AxoGen, Inc. - Common Stock",United States
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,,,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,United States
AXP,AMERICAN EXPRESS COMPANY,Financials,Banking Services,American Express Company Common Stock,United States
AXPW,"Axion Power International, Inc.",,,"Axion Power International, Inc. - Common Stock",United States
AXPWW,"Axion Power International, Inc.",,,"Axion Power International, Inc. - Series A Warrants",United States
AXTI,AXT,Information Technology,Semiconductors & Semiconductor Equipment,AXT Inc - Common Stock,United States
AZO,"AUTOZONE, INC.",Consumer Staples,Specialty Retailers,AutoZone Inc. Common Stock,United States
AZPN,"ASPEN TECHNOLOGY, INC.",Information Technology,Software & IT Services,"Aspen Technology, Inc. - Common Stock",United States
BA,THE BOEING COMPANY,Aerospace & Defense,Aerospace & Defense,Boeing Company (The) Common Stock,United States
BABY,Natus Medical Incorporated,,,Natus Medical Incorporated - Common Stock,United States
BAC,Bank of America Corp,Financials,,Bank of America Corporation Common Stock,United States
BAGR,"Diversified Restaurant Holdings, Inc.",,,"Diversified Restaurant Holdings, Inc. - Common Stock",United States
BAMM,Body & Mind,Health Care,Pharmaceuticals,"Books-A-Million, Inc. - Common Stock",Brazil
BANF,BancFirst,Financials,Banking Services,BancFirst Corporation - Common Stock,United States
BANFP,BFC Cap Tr II,,,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,United States
BANR,Banner,Financials,Banking Services,Banner Corporation - Common Stock,United States
BANX,ArrowMark Fincl,Financials,Collective Investments,StoneCastle Financial Corp - Common Stock,United States
BASI,Basis Global Tec,Information Technology,Software & IT Services,"Bioanalytical Systems, Inc. - Common Stock",United States
BAX,BAXTER INTERNATIONAL INC.,Health Care,Healthcare Equipment & Supplies,Baxter International Inc. Common Stock,United States
BBBY,BED BATH & BEYOND INC.,Consumer Staples,Specialty Retailers,Bed Bath & Beyond Inc. - Common Stock,United States
BBC,BioShares Biotechnology Clinical Trials Fund,,,BioShares Biotechnology Clinical Trials Fund,Canada
BBCN,"BBCN Bancorp, Inc.",,,"BBCN Bancorp, Inc. - Common Stock",France
BBEP,"BreitBurn Energy Partners, L.P.",,,"BreitBurn Energy Partners, L.P. - Common Units Representing Limited Partnership",United States
BBEPP,"BreitBurn Energy Partners, L.P.",,,"BreitBurn Energy Partners, L.P. - 8.25% Series A Cumulative Redeemable Perpetual Preferred Units",United States
BBGI,Beasley Broadcst,Utilities,Media & Publishing,"Beasley Broadcast Group, Inc. - Class A Common Stock",United States
BBLU,"Blue Earth, Inc.",,,"Blue Earth, Inc. - Common Stock",France
BBNK,Bridge Capital Holdings,,,Bridge Capital Holdings - Common Stock,United States
BBOX,Black Bo,Information Technology,Software & IT Services,Black Box Corporation - Common Stock,Italy
BBP,BioShares Biotechnology Products Fund,,,BioShares Biotechnology Products Fund,Germany
BBRG,"Bravo Brio Restaurant Group, Inc.",,,"Bravo Brio Restaurant Group, Inc. - Common Stock",United States
BBRY,BlackBerry Limited,,,BlackBerry Limited - Common Stock,United States
BBSI,Barrett Bus Serv,Utilities,Professional & Commercial Services,"Barrett Business Services, Inc. - Common Stock",United States
BBY,"Best Buy Co., Inc.",Consumer Staples,Specialty Retailers,Best Buy Co. Inc. Common Stock,United States
BCBP,BCB Bancorp,Financials,Banking Services,"BCB Bancorp, Inc. (NJ) - Common Stock",United States
BCLI,Brainstorm Cell,Health Care,Biotechnology & Medical Research,Brainstorm Cell Therapeutics Inc. - Common Stock,United States
BCOM,B Communications Ltd.,,,B Communications Ltd. - Ordinary Shares,Malaysia
BCOR,Blucora,Financials,Investment Banking & Investment Services,"Blucora, Inc. - Common Stock",United States
BCOV,Brightcove,Information Technology,Software & IT Services,Brightcove Inc. - Common Stock,United States
BCPC,Balchem,Consumer Staples,Food & Tobacco,Balchem Corporation - Common Stock,United States
BCRX,"BIOCRYST PHARMACEUTICALS, INC.",Health Care,Biotechnology & Medical Research,"BioCryst Pharmaceuticals, Inc. - Common Stock",United States
BDBD,"Boulder Brands, Inc.",,,"Boulder Brands, Inc. - Common Stock",Indonesia
BDCV,"BDCA Venture, Inc.",,,"BDCA Venture, Inc. - Common Stock",Mexico
BDE,"Black Diamond, Inc.",,,"Black Diamond, Inc. - Common Stock",Australia
BDGE,"Bridge Bancorp, Inc.",,,"Bridge Bancorp, Inc. - Common Stock",United States
BDMS,"Birner Dental Management Services, Inc.",,,"Birner Dental Management Services, Inc. - Common Stock",Germany
BDSI,"BioDelivery Sciences International, Inc.",,,"BioDelivery Sciences International, Inc. - Common Stock",United States
BDX,Becton Dickinson,Health Care,,Becton Dickinson and Company Common Stock,United States
BEAT,Heartbeam,Information Technology,Software & IT Services,"BioTelemetry, Inc. - Common Stock",Germany
BEAV,"B/E Aerospace, Inc.",,,"B/E Aerospace, Inc. - Common Stock",United States
BEBE,bebe stores,Consumer Staples,Specialty Retailers,"bebe stores, inc. - Common Stock",Turkey
BECN,Beacon Roofing,Real Estate,Homebuilding & Construction Supplies,"Beacon Roofing Supply, Inc. - Common Stock",United States
BELFA,Bel Fuse,Industrials,Electronic Equipment & Parts,Bel Fuse Inc. - Class A Common Stock,United States
BELFB,Bel Fuse,Industrials,Electronic Equipment & Parts,Bel Fuse Inc. - Class B Common Stock,United States
BEN,"FRANKLIN RESOURCES, INC.",Financials,Investment Banking & Investment Services,Franklin Resources Inc. Common Stock,United States
BFIN,BankFincl,Financials,Banking Services,BankFinancial Corporation - Common Stock,United States
BGCP,BGC Partners,Financials,Investment Banking & Investment Services,"BGC Partners, Inc. - Class A Common Stock",United States
BGFV,Big 5 Sporting,Consumer Staples,Specialty Retailers,Big 5 Sporting Goods Corporation - Common Stock,United States
BGMD,BG Medicine,Health Care,Pharmaceuticals,"BG Medicine, Inc. - Common Stock",France
BHBK,"Blue Hills Bancorp, Inc.",,,"Blue Hills Bancorp, Inc. - Common Stock",Germany
BIB,ProShares Ultra Nasdaq Biotechnology,,,ProShares Ultra Nasdaq Biotechnology,Germany
BICK,First Trust BICK Index Fund,,,First Trust BICK Index Fund,Germany
BIDU,"Baidu, Inc.",Information Technology,Software & IT Services,"Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",China
BIIB,BIOGEN INC.,Health Care,Pharmaceuticals,Biogen Idec Inc. - Common Stock,United States
BIND,"BIND Therapeutics, Inc.",,,"BIND Therapeutics, Inc. - Common Stock",France
BIO,Bio Rad,Health Care,Healthcare Equipment & Supplies,Bio-Rad Laboratories Inc. Class A Common Stock,United States
BIOC,Biocept,Health Care,Healthcare Equipment & Supplies,"Biocept, Inc. - Common Stock",United States
BIOD,Biodel Inc.,,,Biodel Inc. - Common Stock,Denmark
BIOL,BIOLASE,Health Care,Healthcare Equipment & Supplies,"Biolase, Inc. - Common Stock",United States
BIOS,Bioplus Acqsn,Financials,Holding Companies,"BioScrip, Inc. - Common Stock",United States
BIS,ProShares UltraShort Nasdaq Biotechnology,,,ProShares UltraShort Nasdaq Biotechnology,India
BJRI,BJs Restaurants,Real Estate,Hotels & Entertainment Services,"BJ's Restaurants, Inc. - Common Stock",United States
BK,The Bank of New York Mellon,Financials,,The Bank of New York Mellon Corporation Common Stock,United States
BKCC,BlackRock Cap US,Financials,Collective Investments,BlackRock Kelso Capital Corporation - Common Stock,United States
BKEP,"Blueknight Energy Partners L.P., L.L.C.",,,"Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",United States
BKEPP,Blueknight Ener,Energy,Oil & Gas,"Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",United States
BKMU,Bank Mutual Corporation,,,Bank Mutual Corporation - Common Stock,Canada
BKNG,BOOKING HOLDINGS INC.,Real Estate,Hotels & Entertainment Services,Booking Holdings Inc. Common Stock,United States
BKSC,Bk Sth Carolina,Financials,Banking Services,Bank of South Carolina Corp. - Common Stock,United States
BKYF,The Bank of Kentucky Financial Corp.,,,The Bank of Kentucky Financial Corp. - Common Stock,Canada
BLCM,Bellicum Pharms,Health Care,Biotechnology & Medical Research,"Bellicum Pharmaceuticals, Inc. - Common Stock",United States
BLDP,Ballard Pow Syst,Energy,Renewable Energy,"Ballard Power Systems, Inc. - Common Shares",Canada
BLDR,Builders FrstSrc,Real Estate,Homebuilding & Construction Supplies,"Builders FirstSource, Inc. - Common Stock",United States
BLFS,BioLife,Health Care,Healthcare Equipment & Supplies,"BioLife Solutions, Inc. - Common Stock",United States
BLIN,Bridgeline Dig,Information Technology,Software & IT Services,"Bridgeline Digital, Inc. - Common Stock",United States
BLK,"BLACKROCK, INC.",Financials,Investment Banking & Investment Services,BlackRock Inc. Common Stock,United States
BLKB,Blackbaud,Information Technology,Software & IT Services,"Blackbaud, Inc. - Common Stock",United States
BLL,Ball Corp,Materials,,Ball Corporation Common Stock,United States
BLMN,Blmn Brd,Real Estate,Hotels & Entertainment Services,"Bloomin' Brands, Inc. - Common Stock",United States
BLMT,"BSB Bancorp, Inc.",,,"BSB Bancorp, Inc. - Common Stock",India
BLRX,BioLine RX,Health Care,Biotechnology & Medical Research,BioLineRx Ltd. - American Depositary Shares,Israel
BLUE,"BLUEBIRD BIO, INC.",Health Care,Biotechnology & Medical Research,"bluebird bio, Inc. - Common Stock",United States
BLVD,Boulevard Acquisition Corp.,,,Boulevard Acquisition Corp. - Common Stock,India
BLVDU,Boulevard Acquisition Corp.,,,Boulevard Acquisition Corp. - Units,France
BLVDW,Boulevard Acquisition Corp.,,,Boulevard Acquisition Corp. - Warrants,Germany
BMRC,Bk Marin Banc,Financials,Banking Services,Bank of Marin Bancorp - Common Stock,United States
BMRN,BIOMARIN PHARMACEUTICAL INC.,Health Care,Pharmaceuticals,BioMarin Pharmaceutical Inc. - Common Stock,United States
BMTC,Bryn Mawr Bank Corporation,,,Bryn Mawr Bank Corporation - Common Stock,United States
BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,Pharmaceuticals,Bristol-Myers Squibb Company Common Stock,United States
BNCL,"Beneficial Mutual Bancorp, Inc.",,,"Beneficial Mutual Bancorp, Inc. - Common Stock",United States
BNCN,BNC Bancorp,,,BNC Bancorp - Common Stock,Canada
BNDX,Vanguard Total International Bond ETF,,,Vanguard Total International Bond ETF,India
BNFT,Benefitfocus,Information Technology,Software & IT Services,"Benefitfocus, Inc. - Common Stock",United States
BNSO,Bonso Elec Intl,Industrials,Electronic Equipment & Parts,"Bonso Electronics International, Inc. - Common Stock",Hong Kong
BOBE,"Bob Evans Farms, Inc.",,,"Bob Evans Farms, Inc. - Common Stock",United States
BOCH,Bank of Commerce Holdings (CA),,,Bank of Commerce Holdings (CA) - Common Stock,United States
BOFI,"BofI Holding, Inc.",,,"BofI Holding, Inc. - Common Stock",United States
BOKF,BOK Financial,Financials,Banking Services,BOK Financial Corporation - Common Stock,United States
BONA,Bonas Import Exp,,,Bona Film Group Limited - American Depositary Shares,United States
BONT,The Bon,,,"The Bon-Ton Stores, Inc. - Common Stock",United States
BOOM,DMC Glo,Utilities,Oil & Gas Related Equipment and Services,Dynamic Materials Corporation - Common Stock,United States
BOSC,BOS Better Onlin,Industrials,"Machinery, Equipment & Components",B.O.S. Better Online Solutions - Ordinary Shares,Israel
BOTA,"Biota Pharmaceuticals, Inc.",,,"Biota Pharmaceuticals, Inc. - Common Stock",United States
BOTJ,Bnk of the James,Financials,Banking Services,"Bank of the James Financial Group, Inc. - Common Stock",United States
BPFH,"Boston Private Financial Holdings, Inc.",,,"Boston Private Financial Holdings, Inc. - Common Stock",United States
BPFHP,"Boston Private Financial Holdings, Inc.",,,"Boston Private Financial Holdings, Inc. - Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock, Series D",United States
BPFHW,"Boston Private Financial Holdings, Inc.",,,"Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share",United States
BPOP,Popular,Financials,Banking Services,"Popular, Inc. - Common Stock",United States
BPOPM,Popular Cap II,,,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",United States
BPOPN,"Popular, Inc.",,,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",United States
BPTH,Bio Path Hldg,Health Care,Biotechnology & Medical Research,"Bio-Path Holdings, Inc. - Common Stock",United States
